url_base;title_category;all_services
https://www.booking.com/hotel/at/melia-vienna.en-gb.html?lang=en-gb;Languages spoken;German
https://www.booking.com/hotel/at/melia-vienna.en-gb.html?lang=en-gb;Languages spoken;English
https://www.booking.com/hotel/at/melia-vienna.en-gb.html?lang=en-gb;Languages spoken;Spanish
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Bathroom;Toilet paper
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Bathroom;Towels
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Bathroom;Slippers
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Bathroom;Private bathroom
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Bathroom;Toilet
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Bathroom;Free toiletries
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Bathroom;Bathrobe
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Bathroom;Hairdryer
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Bathroom;Shower
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Bedroom;Wardrobe or closet
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Bedroom;Alarm clock
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Outdoors;Outdoor furniture
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Outdoors;Terrace
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Kitchen;Refrigerator
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Room amenities;Socket near the bed
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Pets;Pets are allowed on request. Charges may be applicable.
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Activities;Bicycle rental Additional charge
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Activities;Cycling
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Living Area;Seating Area
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Living Area;Desk
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Media & Technology;Flat-screen TV
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Media & Technology;Cable channels
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Media & Technology;Radio
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Media & Technology;Telephone
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Media & Technology;TV
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Food & Drink;Kids' meals Additional charge
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Food & Drink;Special diet menus (on request)
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Food & Drink;Breakfast in the room
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Food & Drink;Bar
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Food & Drink;Restaurant
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Food & Drink;Tea/Coffee maker
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Internet;WiFi is available in all areas and is free of charge.
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Parking;Public parking is possible on site (reservation is not possible) and costs € 40 per day.
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Transport;Public transport tickets Additional charge
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Reception services;Invoice provided
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Reception services;Private check-in/check-out
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Reception services;Concierge service
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Reception services;Luggage storage
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Reception services;Currency exchange
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Reception services;Express check-in/check-out
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Reception services;24-hour front desk
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Entertainment & family services;Babysitting/child services Additional charge
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Cleaning services;Daily housekeeping
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Cleaning services;Ironing service Additional charge
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Cleaning services;Dry cleaning
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Business facilities;Fax/photocopying Additional charge
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Business facilities;Business centre Additional charge
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Business facilities;Meeting/banquet facilities
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Safety & security;Fire extinguishers
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Safety & security;CCTV in common areas
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Safety & security;Smoke alarms
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Safety & security;Security alarm
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Safety & security;Key card access
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Safety & security;24-hour security
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Safety & security;Safety deposit box
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Minimarket on site
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Shared lounge/TV area
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Designated smoking area
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Air conditioning
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Non-smoking throughout
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Allergy-free room
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Wake-up service
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Heating
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Laptop safe
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Packed lunches
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Carpeted
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Soundproof rooms
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Lift
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Family rooms
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Ironing facilities
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Facilities for disabled guests
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Non-smoking rooms
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Wake up service/Alarm clock
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;General;Room service
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Accessibility;Emergency cord in bathroom
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Accessibility;Lower bathroom sink
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Accessibility;Raised toilet
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Accessibility;Toilet with grab rails
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Accessibility;Wheelchair accessible
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Accessibility;Upper floors accessible by elevator
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Wellness;Fitness/spa locker rooms
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Wellness;Fitness
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Wellness;Full body massage
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Wellness;Neck massage
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Wellness;Back massage
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Wellness;Spa lounge/relaxation area
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Wellness;Pedicure
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Wellness;Manicure
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Wellness;Waxing services
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Wellness;Facial treatments
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Wellness;Beauty Services
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Wellness;Massage Additional charge
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Wellness;Fitness centre
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Wellness;Sauna
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Languages spoken;German
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Languages spoken;English
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Languages spoken;Spanish
https://www.booking.com/hotel/at/hilton-vienna-plaza.en-gb.html?lang=en-gb;Languages spoken;Dutch
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Bathroom;Toilet paper
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Bathroom;Towels
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Bathroom;Slippers
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Bathroom;Private bathroom
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Bathroom;Toilet
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Bathroom;Free toiletries
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Bathroom;Bathrobe
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Bathroom;Hairdryer
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Bedroom;Linen
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Bedroom;Wardrobe or closet
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Bedroom;Extra long beds (> 2 metres)
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Outdoors;Outdoor furniture
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Kitchen;Coffee machine
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Kitchen;Electric kettle
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Kitchen;Refrigerator
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Room amenities;Socket near the bed
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Room amenities;Clothes rack
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Pets;Pets are allowed. Charges may be applicable.
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Living Area;Seating Area
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Media & Technology;Flat-screen TV
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Media & Technology;Cable channels
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Media & Technology;Satellite channels
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Media & Technology;Radio
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Media & Technology;Telephone
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Media & Technology;TV
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Food & Drink;Coffee house on site
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Food & Drink;Wine/champagne Additional charge
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Food & Drink;Special diet menus (on request)
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Food & Drink;Breakfast in the room
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Food & Drink;Bar
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Food & Drink;Minibar
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Food & Drink;Restaurant
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Food & Drink;Tea/Coffee maker
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Internet;WiFi is available in all areas and is free of charge.
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Parking;Private parking is possible on site (reservation is not possible) and costs € 48 per day.
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Transport;Public transport tickets Additional charge
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Reception services;Concierge service
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Reception services;ATM/cash machine on site
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Reception services;Luggage storage
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Reception services;Tour desk
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Reception services;Express check-in/check-out
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Reception services;24-hour front desk
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Cleaning services;Ironing service Additional charge
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Cleaning services;Dry cleaning Additional charge
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Cleaning services;Laundry Additional charge
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Business facilities;Fax/photocopying
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Business facilities;Business centre
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Business facilities;Meeting/banquet facilities Additional charge
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Safety & security;Fire extinguishers
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Safety & security;CCTV in common areas
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Safety & security;Smoke alarms
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Safety & security;Security alarm
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Safety & security;Key card access
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;Safety & security;Safety deposit box
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;General;Pet bowls
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;General;Minimarket on site
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;General;Hypoallergenic
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;General;Air conditioning
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;General;Non-smoking throughout
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;General;Allergy-free room
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;General;Wake-up service
https://www.booking.com/hotel/at/steigenberger-herrenhof.en-gb.html?lang=en-gb;General;Hardwood or parquet floors
